DEPT,NUM,CRN,CRED,CAMPUS,SCHED,CAP,ENROL,Hybrid Course,Remote Synchronous Course,Remote Asynchronous Course,Residential Course
ECE,8900,23464,21,GT Lorraine-Graduate Programs,Directed Study*,10,0,0,0,0,0
ECE,8900,22644,21,GT Lorraine-Graduate Programs,Directed Study*,25,0,0,0,0,0
ECE,8900,22645,21,GT Lorraine-Graduate Programs,Directed Study*,25,0,0,0,0,0
ECE,8900,22646,21,GT Lorraine-Graduate Programs,Directed Study*,25,0,0,0,0,0
ECE,8900,22647,21,GT Lorraine-Graduate Programs,Directed Study*,25,0,0,0,0,0
ECE,8900,23465,21,GT Lorraine-Graduate Programs,Directed Study*,10,0,0,0,0,0
ECE,8900,23646,21,GT Lorraine-Graduate Programs,Directed Study*,20,0,0,0,0,0
ECE,8900,27923,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22527,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22528,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22529,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22530,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22531,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22532,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22533,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,24687,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25672,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,28881,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22534,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22535,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22536,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22537,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22538,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22539,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22540,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,23250,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22541,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22845,21,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8900,23846,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,23647,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,25951,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,24803,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,26499,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22542,21,Georgia Tech-Atlanta *,Directed Study*,0,0,0,0,0,0
ECE,8900,22543,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22545,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23466,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22544,21,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8900,27987,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22546,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22547,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23467,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,24086,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25408,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,26574,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,25673,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,27928,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,30454,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,30283,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,30044,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,22548,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22549,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22550,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22551,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22552,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23248,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25674,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,28982,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,28646,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,33102,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22553,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22554,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,27811,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22555,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23468,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22561,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25675,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,33345,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22556,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23648,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,30091,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,30363,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22557,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22558,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22559,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22560,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22562,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22563,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22564,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22565,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22566,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25676,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22567,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22568,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22569,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22570,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22571,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22572,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,28953,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,27702,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,28915,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,32504,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22574,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22575,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22576,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22577,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,33174,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,32907,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22578,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22579,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22580,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22581,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22582,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22583,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22584,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22585,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22586,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22587,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,23242,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,24165,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,30077,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,23649,21,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8900,22588,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22590,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22592,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,24928,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22593,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22594,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22595,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23247,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22596,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22597,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,23420,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25677,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22598,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22599,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22600,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22601,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22602,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22603,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22604,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22605,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22606,21,Georgia Tech-Atlanta *,Directed Study*,0,0,0,0,0,0
ECE,8900,22607,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25678,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,26537,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,28624,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22608,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22609,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22610,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22611,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,25344,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25423,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,27272,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22612,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22613,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22614,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22615,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22616,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22617,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22618,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22619,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,24876,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22620,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22621,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,28957,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,28940,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22622,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,22623,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,22624,21,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8900,23426,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8900,25679,21,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8901,29084,1,GT Lorraine-Graduate Programs,Directed Study*,10,0,0,0,0,0
ECE,8901,23665,1,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8901,29202,1,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8901,26002,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,24415,1,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8901,21256,1,Georgia Tech-Atlanta *,Directed Study*,30,0,0,0,0,0
ECE,8901,26615,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,24030,1,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8901,29201,1,Georgia Tech-Atlanta *,Directed Study*,2,0,0,0,0,0
ECE,8901,25928,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,20997,1,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8901,21146,1,Georgia Tech-Atlanta *,Directed Study*,50,0,0,0,0,0
ECE,8901,21512,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,24068,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,20995,1,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8901,21119,1,Georgia Tech-Atlanta *,Directed Study*,35,0,0,0,0,0
ECE,8901,22196,1,Georgia Tech-Atlanta *,Directed Study*,3,0,0,0,0,0
ECE,8901,24066,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,21527,1,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8901,22396,21,Georgia Tech-Atlanta *,Directed Study*,3,0,0,0,0,0
ECE,8901,21148,1,Georgia Tech-Atlanta *,Directed Study*,35,0,0,0,0,0
ECE,8901,24459,1,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8901,25823,21,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8901,21519,1,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8901,21094,1,Georgia Tech-Atlanta *,Directed Study*,30,0,0,0,0,0
ECE,8901,25425,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,26498,1,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8901,21493,21,Georgia Tech-Atlanta *,Directed Study*,3,0,0,0,0,0
ECE,8902,22400,2,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8902,23984,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,21147,2,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8902,24888,2,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8902,26700,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,24462,2,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8902,23253,2,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8902,21000,2,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8902,28063,2,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8902,24032,2,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8902,22173,21,Georgia Tech-Atlanta *,Directed Study*,3,0,0,0,0,0
ECE,8902,27266,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,21517,2,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8902,24073,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,27263,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,24067,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8902,22838,2,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8902,30343,2,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,21308,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,21217,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,21307,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,22096,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,22171,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,21259,3,GT Lorraine-Graduate Programs,Directed Study*,15,0,0,0,0,0
ECE,8903,23677,3,GT Lorraine-Graduate Programs,Directed Study*,20,0,0,0,0,0
ECE,8903,29219,3,GT Lorraine-Graduate Programs,Directed Study*,10,0,0,0,0,0
ECE,8903,26618,3,GT Lorraine-Graduate Programs,Directed Study*,10,0,0,0,0,0
ECE,8903,21306,3,Georgia Tech - Shenzhen,Directed Study*,6,0,0,0,0,0
ECE,8903,20786,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20787,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20788,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21138,3,Georgia Tech-Atlanta *,Directed Study*,50,0,0,0,0,0
ECE,8903,21149,3,Georgia Tech-Atlanta *,Directed Study*,45,0,0,0,0,0
ECE,8903,21240,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21125,3,Georgia Tech-Atlanta *,Directed Study*,45,0,0,0,0,0
ECE,8903,24461,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,21946,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,26616,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,27184,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,29169,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,20789,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20790,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20791,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20792,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20793,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21955,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,21143,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,22782,21,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,24842,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,22861,3,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,29184,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,22790,3,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,27261,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,23853,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,23688,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,25398,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,24458,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,29077,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,26677,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,20794,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20795,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20796,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20797,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20798,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21234,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21998,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,27321,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,22460,21,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,21506,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,23832,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,25407,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,30345,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,29076,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,29183,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,30347,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,20799,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21243,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,22195,21,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,24907,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,21982,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,22856,3,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,24913,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,30298,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,29099,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,30433,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,33369,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,21337,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,27265,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,25925,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,20801,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21127,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21372,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21437,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,22873,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,27968,3,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
ECE,8903,20802,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20803,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,23195,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,24012,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,27262,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,20804,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,23724,3,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
ECE,8903,20805,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20806,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20807,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,20772,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,20808,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,21126,3,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
ECE,8903,22417,21,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,29100,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
ECE,8903,22482,3,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
ECE,8903,26007,3,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
