DEPT,NUM,CRN,CRED,CAMPUS,SCHED,CAP,ENROL,Hybrid Course,Remote Synchronous Course,Remote Asynchronous Course,Residential Course
ACCT,2101,22524,3,Georgia Tech-Atlanta *,Lecture*,45,12,1,0,0,0
ACCT,2101,20745,3,Georgia Tech-Atlanta *,Lecture*,45,3,1,0,0,0
ACCT,2101,26106,3,Georgia Tech-Atlanta *,Lecture*,65,13,1,0,0,0
ACCT,2101,26105,3,Georgia Tech-Atlanta *,Lecture*,45,0,0,0,0,1
ACCT,2101,20744,3,Georgia Tech-Atlanta *,Lecture*,45,2,0,0,0,1
ACCT,2102,26145,3,Georgia Tech-Atlanta *,Lecture*,65,22,0,1,0,0
ACCT,2102,22514,3,Georgia Tech-Atlanta *,Lecture*,65,14,0,1,0,0
ACCT,2102,33974,3,Georgia Tech-Atlanta *,Lecture*,65,8,1,0,0,0
AE,1355,30999,3,Georgia Tech-Atlanta *,Lecture*,16,0,1,0,0,0
AE,1355,22273,0,Georgia Tech-Atlanta *,Supervised Laboratory*,16,0,1,0,0,0
AE,1601,28145,1,Georgia Tech-Atlanta *,Supervised Laboratory*,56,3,1,0,0,0
AE,1601,28146,1,Georgia Tech-Atlanta *,Supervised Laboratory*,57,8,1,0,0,0
AE,1601,28147,1,Georgia Tech-Atlanta *,Supervised Laboratory*,48,0,1,0,0,0
AE,2010,26044,4,Georgia Tech-Atlanta *,Lecture*,65,9,1,0,0,0
AE,2010,26046,4,Georgia Tech-Atlanta *,Lecture*,50,4,1,0,0,0
AE,2010,26849,4,GT Lorraine-Undergrad Programs,Lecture*,10,0,0,0,0,0
AE,2010R,30650,0,Georgia Tech-Atlanta *,Recitation*,60,8,1,0,0,0
AE,2010R,30651,0,Georgia Tech-Atlanta *,Recitation*,20,4,1,0,0,0
AE,2011,29289,2,Georgia Tech-Atlanta *,Lecture*,5,0,1,0,0,0
AE,2011,29290,2,Georgia Tech-Atlanta *,Lecture*,5,0,1,0,0,0
AE,2220,20002,3,Georgia Tech-Atlanta *,Lecture*,48,2,1,0,0,0
AE,2220,25491,3,Georgia Tech-Atlanta *,Lecture*,48,7,1,0,0,0
AE,2220,26072,3,GT Lorraine-Undergrad Programs,Lecture*,10,1,0,0,0,0
AE,2220R,30652,0,Georgia Tech-Atlanta *,Recitation*,55,2,1,0,0,0
AE,2220R,30653,0,Georgia Tech-Atlanta *,Recitation*,55,5,1,0,0,0
AE,2221,29291,1,Georgia Tech-Atlanta *,Lecture*,5,0,1,0,0,0
AE,2221,29292,1,Georgia Tech-Atlanta *,Lecture*,5,0,1,0,0,0
AE,2355,31000,3,Georgia Tech-Atlanta *,Lecture*,7,0,1,0,0,0
AE,2355,22274,0,Georgia Tech-Atlanta *,Supervised Laboratory*,7,0,1,0,0,0
AE,2610,30745,1,Georgia Tech-Atlanta *,Breakout*,110,26,1,0,0,0
AE,2610,26054,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,11,1,0,0,0
AE,2610,26055,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,2,1,0,0,0
AE,2610,26056,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,5,1,0,0,0
AE,2610,26057,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,1,1,0,0,0
AE,2610,26058,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,1,1,0,0,0
AE,2610,34141,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,3,1,0,0,0
AE,2610,34142,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,1,1,0,0,0
AE,2610,34143,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,2,1,0,0,0
AE,2610,34144,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,0,1,0,0,0
AE,2610,34145,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,0,1,0,0,0
AE,2611,26074,1,Georgia Tech-Atlanta *,Lecture*,110,26,1,0,0,0
AE,2698,29505,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,30119,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,27579,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,30106,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,30100,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,23252,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,24902,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,22880,12,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
AE,2698,30225,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,28543,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,29506,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,24847,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,28577,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,28808,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2698,23235,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,28064,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,29507,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,23064,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,30118,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,27578,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,26009,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,24025,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,29037,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,30107,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,27340,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,30101,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,23558,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,27339,12,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
AE,2699,22881,12,Georgia Tech-Atlanta *,Directed Study*,100,0,0,0,0,0
AE,2699,29035,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,28544,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,28292,12,GT Lorraine-Undergrad Programs,Directed Study*,40,0,0,0,0,0
AE,2699,24228,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,29508,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,22828,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,25767,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,23237,12,Georgia Tech-Atlanta *,Directed Study*,30,0,0,0,0,0
AE,2699,24668,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,23725,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,26003,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,28578,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,25844,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,2699,25694,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,2699,28809,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,22709,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,2699,25193,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,2699,24080,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,3030,26766,4,Georgia Tech-Atlanta *,Lecture*,90,24,1,0,0,0
AE,3030,32692,4,GT Lorraine-Undergrad Programs,Lecture*,10,0,0,0,0,0
AE,3140,26767,3,Georgia Tech-Atlanta *,Lecture*,90,68,0,1,0,0
AE,3140,30714,3,Georgia Tech-Atlanta *,Lecture*,65,21,0,1,0,0
AE,3330,26775,3,Georgia Tech-Atlanta *,Lecture*,90,21,1,0,0,0
AE,3330,26768,3,Georgia Tech-Atlanta *,Lecture*,65,21,1,0,0,0
AE,3330,32693,3,GT Lorraine-Undergrad Programs,Lecture*,10,0,0,0,0,0
AE,3340,27409,2,Georgia Tech-Atlanta *,Lecture*,90,40,1,0,0,0
AE,3355,31017,3,Georgia Tech-Atlanta *,Lecture*,11,1,1,0,0,0
AE,3355,22275,0,Georgia Tech-Atlanta *,Supervised Laboratory*,11,1,1,0,0,0
AE,3530,26770,3,Georgia Tech-Atlanta *,Lecture*,75,6,1,0,0,0
AE,3530,30723,3,Georgia Tech-Atlanta *,Lecture*,85,40,1,0,0,0
AE,3531,27410,3,Georgia Tech-Atlanta *,Lecture*,90,63,1,0,0,0
AE,3610,30749,2,Georgia Tech-Atlanta *,Lecture*,109,85,1,0,0,0
AE,3610,30779,0,Georgia Tech-Atlanta *,Studio*,6,2,1,0,0,0
AE,3610,30780,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,30782,0,Georgia Tech-Atlanta *,Studio*,6,1,1,0,0,0
AE,3610,30783,0,Georgia Tech-Atlanta *,Studio*,6,1,1,0,0,0
AE,3610,30784,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,30785,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,30787,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,30789,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,30790,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34312,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34311,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34309,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34307,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34306,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34302,0,Georgia Tech-Atlanta *,Studio*,6,5,1,0,0,0
AE,3610,34299,0,Georgia Tech-Atlanta *,Studio*,6,6,1,0,0,0
AE,3610,34297,0,Georgia Tech-Atlanta *,Studio*,6,3,1,0,0,0
AE,3610,34295,0,Georgia Tech-Atlanta *,Studio*,6,1,1,0,0,0
AE,4132,33857,3,Georgia Tech-Atlanta *,Lecture*,65,31,0,1,0,0
AE,4220,33867,3,Georgia Tech-Atlanta *,Lecture*,45,0,1,0,0,0
AE,4341,31001,3,Georgia Tech-Atlanta *,Lecture*,55,30,1,0,0,0
AE,4341,27412,0,Georgia Tech-Atlanta *,Supervised Laboratory*,55,30,1,0,0,0
AE,4341,32176,3,Georgia Tech-Atlanta *,Lecture*,10,0,1,0,0,0
AE,4341,32178,0,Georgia Tech-Atlanta *,Supervised Laboratory*,10,0,1,0,0,0
AE,4342,31006,3,Georgia Tech-Atlanta *,Lecture*,55,55,1,0,0,0
AE,4342,27413,0,Georgia Tech-Atlanta *,Supervised Laboratory*,55,55,1,0,0,0
AE,4342,31712,3,Georgia Tech-Atlanta *,Lecture*,10,0,1,0,0,0
AE,4342,27567,0,Georgia Tech-Atlanta *,Supervised Laboratory*,10,0,1,0,0,0
AE,4343,31019,3,Georgia Tech-Atlanta *,Lecture*,25,14,1,0,0,0
AE,4343,28672,0,Georgia Tech-Atlanta *,Supervised Laboratory*,25,14,1,0,0,0
AE,4343,32177,3,Georgia Tech-Atlanta *,Lecture*,4,0,1,0,0,0
AE,4343,32179,0,Georgia Tech-Atlanta *,Supervised Laboratory*,10,0,1,0,0,0
AE,4355,31018,3,Georgia Tech-Atlanta *,Lecture*,8,2,1,0,0,0
AE,4355,22276,0,Georgia Tech-Atlanta *,Supervised Laboratory*,8,2,1,0,0,0
AE,4451,20003,3,Georgia Tech-Atlanta *,Lecture*,48,40,0,1,0,0
AE,4451,22075,3,Georgia Tech-Atlanta *,Lecture*,90,18,0,1,0,0
AE,4531,27414,3,Georgia Tech-Atlanta *,Lecture*,65,48,1,0,0,0
AE,4532,27415,3,Georgia Tech-Atlanta *,Lecture*,65,65,1,0,0,0
AE,4610,30791,2,Georgia Tech-Atlanta *,Lecture*,120,112,1,0,0,0
AE,4610,30792,0,Georgia Tech-Atlanta *,Studio*,20,20,1,0,0,0
AE,4610,30793,0,Georgia Tech-Atlanta *,Studio*,20,20,1,0,0,0
AE,4610,30794,0,Georgia Tech-Atlanta *,Studio*,20,20,1,0,0,0
AE,4610,30795,0,Georgia Tech-Atlanta *,Studio*,20,20,1,0,0,0
AE,4610,30796,0,Georgia Tech-Atlanta *,Studio*,20,20,1,0,0,0
AE,4610,30797,0,Georgia Tech-Atlanta *,Studio*,20,12,1,0,0,0
AE,4698,21626,12,Georgia Tech-Atlanta *,Directed Study*,0,0,0,0,0,0
AE,4698,26575,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,29509,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,22718,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,30126,12,Georgia Tech-Atlanta *,Directed Study*,3,0,0,0,0,0
AE,4698,30117,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,27577,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,23364,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,22298,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,23365,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,30108,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,27344,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,30102,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,23675,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,21890,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,28022,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,21898,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,4698,28545,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,22448,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,26635,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,29510,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,22966,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,4698,23178,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,23205,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,21988,12,Georgia Tech-Atlanta *,Directed Study*,15,0,0,0,0,0
AE,4698,24848,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,28579,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,25955,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,27300,12,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
AE,4698,22488,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,28810,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,22176,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,24749,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4698,25462,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22878,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,29511,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,23022,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,30190,12,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
AE,4699,30116,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,27576,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,23366,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22300,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,23367,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,30109,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,25456,12,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
AE,4699,24420,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,30103,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,24024,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,23415,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22459,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,25992,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22335,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,4699,26625,12,Georgia Tech-Atlanta *,Directed Study*,35,0,0,0,0,0
AE,4699,21825,12,Georgia Tech-Atlanta *,Directed Study*,75,0,0,0,0,0
AE,4699,33111,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,21987,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,28546,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22353,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,25618,12,GT Lorraine-Undergrad Programs,Directed Study*,40,0,0,0,0,0
AE,4699,25731,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,4699,29512,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,21977,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,23718,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,21852,12,Georgia Tech-Atlanta *,Directed Study*,40,0,0,0,0,0
AE,4699,22133,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22435,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,21980,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,28580,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,25907,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,25845,12,Georgia Tech-Atlanta *,Directed Study*,20,0,0,0,0,0
AE,4699,21958,12,Georgia Tech-Atlanta *,Directed Study*,5,0,0,0,0,0
AE,4699,28811,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22081,12,Georgia Tech-Atlanta *,Directed Study*,25,0,0,0,0,0
AE,4699,30430,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,21833,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,27628,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4699,22136,12,Georgia Tech-Atlanta *,Directed Study*,10,0,0,0,0,0
AE,4701,35090,3,GT Lorraine-Undergrad Programs,Lecture*,10,0,0,0,0,0
AE,4760,34578,3,Georgia Tech-Atlanta *,Lecture*,20,20,1,0,0,0
AE,4793,33869,3,Georgia Tech-Atlanta *,Lecture*,10,10,0,1,0,0
AE,4802,33870,2,Georgia Tech-Atlanta *,Lecture*,90,77,0,1,0,0
AE,4803,33871,3,Georgia Tech-Atlanta *,Lecture*,50,48,1,0,0,0
AE,4803,33872,3,Georgia Tech-Atlanta *,Lecture*,25,25,1,0,0,0
AE,6012,33884,3,Georgia Tech-Atlanta *,Lecture*,32,1,1,0,0,0
AE,6012,33885,3,Video,Lecture*,10,0,0,0,0,0
AE,6015,33902,3,Georgia Tech-Atlanta *,Lecture*,55,0,0,1,0,0
AE,6015,28383,3,Video,Lecture*,10,0,0,0,0,0
AE,6042,33903,4,Georgia Tech-Atlanta *,Lecture*,44,0,1,0,0,0
AE,6042,33904,4,Video,Lecture*,20,0,0,0,0,0
AE,6070,29373,3,Georgia Tech-Atlanta *,Lecture*,32,0,0,1,0,0
AE,6070,21428,3,Video,Lecture*,10,0,0,0,0,0
AE,6115,33905,3,Georgia Tech-Atlanta *,Lecture*,44,0,1,0,0,0
AE,6115,33906,3,Video,Lecture*,10,1,0,0,0,0
AE,6210,33907,3,Georgia Tech-Atlanta *,Lecture*,32,2,1,0,0,0
AE,6210,33908,3,Video,Lecture*,10,0,0,0,0,0
AE,6310,33911,3,Georgia Tech-Atlanta *,Lecture*,90,2,1,0,0,0
AE,6310,33912,3,Video,Lecture*,10,0,0,0,0,0
AE,6344,33915,4,Georgia Tech-Atlanta *,Lecture*,70,0,1,0,0,0
AE,6344,34155,0,Georgia Tech-Atlanta *,Supervised Laboratory*,70,0,1,0,0,0
AE,6344,33916,4,Video,Lecture*,10,0,0,0,0,0
AE,6344,34160,0,Video,Supervised Laboratory*,25,0,0,0,0,0
AE,6361,33917,3,Georgia Tech-Atlanta *,Lecture*,32,0,1,0,0,0
AE,6361,33918,3,Video,Lecture*,10,1,0,0,0,0
AE,6394,33919,4,Georgia Tech-Atlanta *,Lecture*,75,0,1,0,0,0
AE,6394,34220,0,Georgia Tech-Atlanta *,Mixed Laboratory*,75,0,1,0,0,0
AE,6394,33920,4,Video,Lecture*,20,0,0,0,0,0
AE,6394,34225,0,Video,Mixed Laboratory*,20,0,0,0,0,0
AE,6410,35081,3,Georgia Tech-Atlanta *,Lecture*,32,1,1,0,0,0
AE,6410,35082,3,Video,Lecture*,10,0,0,0,0,0
AE,6450,33923,3,Georgia Tech-Atlanta *,Lecture*,44,2,1,0,0,0
AE,6450,33924,3,Video,Lecture*,10,2,0,0,0,0
AE,6520,33925,3,Georgia Tech-Atlanta *,Lecture*,32,0,0,1,0,0
AE,6520,33926,3,Video,Lecture*,10,1,0,0,0,0
AE,6531,34022,3,Georgia Tech-Atlanta *,Lecture*,32,0,1,0,0,0
AE,6531,34023,3,Video,Lecture*,10,0,0,0,0,0
AE,6580,33928,3,Georgia Tech-Atlanta *,Lecture*,32,0,1,0,0,0
AE,6580,33929,3,Video,Lecture*,10,0,0,0,0,0
AE,6701,26274,3,Video,Lecture*,10,0,0,0,0,0
AE,6701,35208,3,GT Lorraine-Graduate Programs,Lecture*,10,0,0,0,0,0
AE,6705,31244,4,Georgia Tech-Atlanta *,Lecture*,20,0,0,1,0,0
AE,6761,33930,3,Georgia Tech-Atlanta *,Lecture*,20,0,1,0,0,0
AE,6761,33931,3,Video,Lecture*,10,0,0,0,0,0
AE,6762,34579,3,Georgia Tech-Atlanta *,Lecture*,20,0,1,0,0,0
AE,6766,33932,3,Georgia Tech-Atlanta *,Lecture*,30,0,1,0,0,0
AE,6766,33933,3,Video,Lecture*,10,0,0,0,0,0
AE,6769,35196,3,GT Lorraine-Graduate Programs,Lecture*,10,0,0,0,0,0
AE,7000,22079,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,29514,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,22433,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,30115,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,27575,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,23231,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,22297,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,23228,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,30110,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,25706,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
AE,7000,21213,21,Georgia Tech-Atlanta *,Thesis*,25,0,0,0,0,0
AE,7000,21943,21,Georgia Tech-Atlanta *,Thesis*,100,0,0,0,0,0
AE,7000,30104,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,22777,21,Georgia Tech-Atlanta *,Thesis*,100,0,0,0,0,0
AE,7000,20987,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
AE,7000,23014,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,25713,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
AE,7000,21514,21,Georgia Tech-Atlanta *,Thesis*,100,0,0,0,0,0
AE,7000,26512,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
AE,7000,21935,21,Georgia Tech-Atlanta *,Thesis*,105,0,0,0,0,0
AE,7000,20992,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,28547,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,20986,21,Georgia Tech-Atlanta *,Thesis*,25,0,0,0,0,0
AE,7000,26572,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,28980,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,33090,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,25363,21,Video,Thesis*,20,0,0,0,0,0
AE,7000,24070,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,33186,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,22939,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,25429,21,Video,Thesis*,1,0,0,0,0,0
AE,7000,28576,21,Video,Thesis*,10,0,0,0,0,0
AE,7000,35234,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,25311,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
AE,7000,28627,21,GT Lorraine-Graduate Programs,Thesis*,10,0,0,0,0,0
AE,7000,29515,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,21522,21,Georgia Tech-Atlanta *,Thesis*,100,0,0,0,0,0
AE,7000,22518,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,21503,21,Georgia Tech-Atlanta *,Thesis*,100,0,0,0,0,0
AE,7000,21253,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,22414,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,22080,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,28581,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,25859,21,Georgia Tech-Atlanta *,Thesis*,10,0,0,0,0,0
AE,7000,25841,21,Georgia Tech-Atlanta *,Thesis*,20,0,0,0,0,0
